id,customer_id,amount,billing_cycle,next_payment_date,status,payment_method,failure_reason,retry_count,created_at,expected_recovery_action,expected_outcome,recoverable,expected_amount_recovered
SUB00171,CUST00514,1157.03,monthly,2026-09-20,ACTIVE,WALLET,,0,2024-12-19 20:19:05,NONE,ALREADY_SUCCESSFUL,False,0
SUB00172,CUST00766,3579.48,monthly,,CANCELLED,CARD,,0,2026-01-11 15:25:49,NONE,STOPPED,False,0
SUB00173,CUST00424,4687.46,monthly,2026-09-14,ACTIVE,WALLET,,0,2026-05-01 13:39:29,NONE,ALREADY_SUCCESSFUL,False,0
SUB00174,CUST00855,2274.02,monthly,2026-09-12,ACTIVE,CARD,,0,2026-05-27 13:28:22,NONE,ALREADY_SUCCESSFUL,False,0
SUB00175,CUST00459,3136.54,quarterly,2026-09-06,ACTIVE,UPI,,0,2025-01-25 02:26:14,NONE,ALREADY_SUCCESSFUL,False,0
SUB00176,CUST00707,408.22,monthly,,CANCELLED,WALLET,,0,2026-05-26 11:27:17,NONE,STOPPED,False,0
SUB00177,CUST00614,4731.85,monthly,,CANCELLED,CARD,,0,2025-04-13 20:40:44,NONE,STOPPED,False,0
SUB00178,CUST00860,272.97,monthly,2026-07-16,PAST_DUE,CARD,EXPIRED_CARD,0,2025-04-10 23:46:56,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
SUB00179,CUST00435,2191.34,monthly,2026-07-14,PAST_DUE,NETBANKING,TEMPORARY_DECLINE,3,2025-12-12 07:59:32,ESCALATE,NOT_RECOVERED,False,0
SUB00180,CUST00175,1588.76,monthly,2026-08-23,PAST_DUE,WALLET,TEMPORARY_DECLINE,1,2026-03-08 17:58:40,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00181,CUST00634,1732.14,monthly,2026-08-29,ACTIVE,UPI,,0,2025-10-10 07:30:36,NONE,ALREADY_SUCCESSFUL,False,0
SUB00182,CUST00117,3876.39,quarterly,2026-08-19,PAST_DUE,UPI,TEMPORARY_DECLINE,2,2025-04-01 21:04:58,RETRY_PAYMENT,RECOVERED,True,3876.39
SUB00183,CUST00275,1365.62,monthly,2026-09-10,ACTIVE,WALLET,,0,2024-08-26 20:16:13,NONE,ALREADY_SUCCESSFUL,False,0
SUB00184,CUST00852,4528.68,monthly,2026-09-23,ACTIVE,UPI,,0,2026-03-16 22:48:03,NONE,ALREADY_SUCCESSFUL,False,0
SUB00185,CUST00968,2856.98,monthly,2026-09-01,ACTIVE,CARD,,0,2026-06-05 17:46:48,NONE,ALREADY_SUCCESSFUL,False,0
SUB00186,CUST00177,2449.28,monthly,2026-07-17,PAST_DUE,WALLET,TEMPORARY_DECLINE,0,2024-09-10 09:07:37,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00187,CUST00533,366.65,monthly,2026-09-03,ACTIVE,CARD,,0,2026-01-07 19:30:57,NONE,ALREADY_SUCCESSFUL,False,0
SUB00188,CUST00303,2940.8,monthly,2026-09-21,ACTIVE,CARD,,0,2026-05-13 07:07:44,NONE,ALREADY_SUCCESSFUL,False,0
SUB00189,CUST00951,3741.02,annual,2026-09-02,ACTIVE,CARD,,0,2026-05-29 04:45:09,NONE,ALREADY_SUCCESSFUL,False,0
SUB00190,CUST00957,2310.29,monthly,2026-09-08,ACTIVE,UPI,,0,2026-05-15 01:19:43,NONE,ALREADY_SUCCESSFUL,False,0
SUB00191,CUST00638,1276.1,annual,2026-08-17,PAST_DUE,WALLET,EXPIRED_CARD,4,2026-01-02 17:07:02,ESCALATE,NOT_RECOVERED,False,0
SUB00192,CUST00040,725.47,quarterly,2026-07-23,PAST_DUE,NETBANKING,PAYMENT_METHOD_REMOVED,2,2025-03-02 02:47:16,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
SUB00193,CUST00498,1586.44,monthly,2026-09-01,ACTIVE,NETBANKING,,0,2026-03-17 03:06:21,NONE,ALREADY_SUCCESSFUL,False,0
SUB00194,CUST00108,4037.68,quarterly,2026-09-24,ACTIVE,WALLET,,0,2025-04-13 18:07:23,NONE,ALREADY_SUCCESSFUL,False,0
SUB00195,CUST00452,3448.03,monthly,2026-08-29,ACTIVE,NETBANKING,,0,2026-01-10 03:35:09,NONE,ALREADY_SUCCESSFUL,False,0
SUB00196,CUST00070,3892.58,monthly,,PAUSED,NETBANKING,,0,2025-03-29 06:44:57,NONE,PAUSED,False,0
SUB00197,CUST00144,1292.78,monthly,2026-09-02,ACTIVE,WALLET,,0,2024-12-02 18:17:12,NONE,ALREADY_SUCCESSFUL,False,0
SUB00198,CUST00461,3192.72,monthly,2026-08-09,PAST_DUE,NETBANKING,INSUFFICIENT_FUNDS,0,2026-02-18 02:45:10,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00199,CUST00715,1250.21,monthly,2026-07-29,PAST_DUE,WALLET,PAYMENT_METHOD_REMOVED,2,2026-02-14 05:54:18,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
SUB00200,CUST00211,532.39,monthly,2026-09-02,ACTIVE,NETBANKING,,0,2025-03-27 18:46:45,NONE,ALREADY_SUCCESSFUL,False,0
SUB00201,CUST00719,428.49,monthly,2026-09-20,ACTIVE,CARD,,0,2025-04-15 12:40:32,NONE,ALREADY_SUCCESSFUL,False,0
SUB00202,CUST00837,4740.43,quarterly,2026-09-24,ACTIVE,NETBANKING,,0,2025-06-21 09:10:04,NONE,ALREADY_SUCCESSFUL,False,0
SUB00203,CUST00476,4872.3,monthly,2026-08-29,ACTIVE,UPI,,0,2025-09-21 03:55:01,NONE,ALREADY_SUCCESSFUL,False,0
SUB00204,CUST00373,1979.14,monthly,2026-09-14,ACTIVE,CARD,,0,2024-12-27 02:00:25,NONE,ALREADY_SUCCESSFUL,False,0
SUB00205,CUST00215,2514.69,monthly,2026-09-20,ACTIVE,UPI,,0,2026-03-28 14:50:24,NONE,ALREADY_SUCCESSFUL,False,0
SUB00206,CUST00980,2769.71,monthly,2026-08-14,PAST_DUE,UPI,EXPIRED_CARD,1,2025-12-10 07:22:13,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
SUB00207,CUST00625,1719.47,monthly,2026-09-03,ACTIVE,NETBANKING,,0,2024-08-26 16:29:47,NONE,ALREADY_SUCCESSFUL,False,0
SUB00208,CUST00258,1506.84,monthly,2026-09-22,ACTIVE,CARD,,0,2026-06-06 17:36:23,NONE,ALREADY_SUCCESSFUL,False,0
SUB00209,CUST00016,2792.16,monthly,2026-09-14,ACTIVE,CARD,,0,2026-01-09 06:52:00,NONE,ALREADY_SUCCESSFUL,False,0
SUB00210,CUST01000,928.37,annual,2026-09-14,ACTIVE,WALLET,,0,2025-11-03 06:34:42,NONE,ALREADY_SUCCESSFUL,False,0
SUB00211,CUST00686,343.9,monthly,,CANCELLED,WALLET,,0,2026-04-21 23:19:45,NONE,STOPPED,False,0
SUB00212,CUST00414,3631.1,quarterly,2026-07-27,PAST_DUE,NETBANKING,INSUFFICIENT_FUNDS,0,2026-03-16 13:02:00,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00213,CUST00475,3459.19,monthly,,PAUSED,WALLET,,0,2024-11-27 08:48:38,NONE,PAUSED,False,0
SUB00214,CUST00480,2888.77,monthly,2026-08-16,PAST_DUE,UPI,EXPIRED_CARD,1,2024-09-24 19:54:26,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
SUB00215,CUST00241,1581.93,monthly,2026-09-20,ACTIVE,NETBANKING,,0,2025-06-17 21:05:20,NONE,ALREADY_SUCCESSFUL,False,0
SUB00216,CUST00330,3649.3,monthly,2026-09-23,ACTIVE,UPI,,0,2026-07-03 23:59:48,NONE,ALREADY_SUCCESSFUL,False,0
SUB00217,CUST00849,3009.49,monthly,,PAUSED,UPI,,0,2024-12-13 13:47:55,NONE,PAUSED,False,0
SUB00218,CUST00472,3358.96,monthly,2026-07-15,PAST_DUE,WALLET,INSUFFICIENT_FUNDS,1,2025-09-30 03:10:02,RETRY_PAYMENT,RECOVERED,True,3358.96
SUB00219,CUST00044,2934.38,quarterly,2026-09-05,ACTIVE,NETBANKING,,0,2025-11-10 01:02:14,NONE,ALREADY_SUCCESSFUL,False,0
SUB00220,CUST00913,897.5,annual,,CANCELLED,NETBANKING,,0,2026-04-30 04:25:33,NONE,STOPPED,False,0
SUB00221,CUST00592,4993.91,quarterly,2026-09-06,ACTIVE,UPI,,0,2024-11-18 10:57:22,NONE,ALREADY_SUCCESSFUL,False,0
SUB00222,CUST00829,1551.55,monthly,2026-09-22,ACTIVE,UPI,,0,2026-04-25 12:23:59,NONE,ALREADY_SUCCESSFUL,False,0
SUB00223,CUST00558,4868.28,monthly,2026-07-15,PAST_DUE,UPI,INSUFFICIENT_FUNDS,4,2024-10-28 13:07:46,ESCALATE,NOT_RECOVERED,False,0
SUB00224,CUST00241,444.05,monthly,2026-09-24,ACTIVE,UPI,,0,2024-11-24 06:39:35,NONE,ALREADY_SUCCESSFUL,False,0
SUB00225,CUST00083,4483.12,monthly,,CANCELLED,UPI,,0,2026-01-12 23:20:52,NONE,STOPPED,False,0
SUB00226,CUST00423,2435.28,annual,2026-09-03,ACTIVE,WALLET,,0,2025-05-30 02:22:32,NONE,ALREADY_SUCCESSFUL,False,0
SUB00227,CUST00271,870.67,annual,2026-09-07,ACTIVE,NETBANKING,,0,2024-10-01 19:40:28,NONE,ALREADY_SUCCESSFUL,False,0
SUB00228,CUST00787,3455.7,monthly,2026-09-12,ACTIVE,NETBANKING,,0,2025-02-16 06:14:36,NONE,ALREADY_SUCCESSFUL,False,0
SUB00229,CUST00929,3642.01,quarterly,,CANCELLED,UPI,,0,2025-03-07 00:06:59,NONE,STOPPED,False,0
SUB00230,CUST00308,2973.15,monthly,2026-09-23,ACTIVE,CARD,,0,2025-10-05 13:44:10,NONE,ALREADY_SUCCESSFUL,False,0
SUB00231,CUST00858,1432.21,quarterly,2026-09-11,ACTIVE,UPI,,0,2026-02-06 16:28:31,NONE,ALREADY_SUCCESSFUL,False,0
SUB00232,CUST00637,4356.85,monthly,2026-08-10,PAST_DUE,UPI,TEMPORARY_DECLINE,2,2026-07-09 20:25:27,RETRY_PAYMENT,RECOVERED,True,4356.85
SUB00233,CUST00155,2324.72,monthly,2026-08-28,ACTIVE,NETBANKING,,0,2025-04-16 06:38:05,NONE,ALREADY_SUCCESSFUL,False,0
SUB00234,CUST00002,1405.8,monthly,2026-09-07,ACTIVE,WALLET,,0,2026-07-07 12:08:13,NONE,ALREADY_SUCCESSFUL,False,0
SUB00235,CUST00466,3126.57,monthly,2026-08-18,PAST_DUE,CARD,INSUFFICIENT_FUNDS,0,2025-05-24 06:13:35,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00236,CUST00520,4645.73,monthly,2026-07-16,PAST_DUE,WALLET,EXPIRED_CARD,4,2025-10-21 14:21:10,ESCALATE,NOT_RECOVERED,False,0
SUB00237,CUST00653,2800.13,monthly,2026-08-03,PAST_DUE,NETBANKING,EXPIRED_CARD,1,2024-10-20 06:00:49,SEND_PAYMENT_LINK,RECOVERED,True,2800.13
SUB00238,CUST00285,609.47,monthly,2026-09-13,ACTIVE,WALLET,,0,2025-01-22 10:28:08,NONE,ALREADY_SUCCESSFUL,False,0
SUB00239,CUST00785,4317.61,monthly,,CANCELLED,UPI,,0,2025-06-23 18:01:02,NONE,STOPPED,False,0
SUB00240,CUST00336,4750.84,annual,2026-08-24,PAST_DUE,NETBANKING,EXPIRED_CARD,0,2024-09-10 11:38:52,SEND_PAYMENT_LINK,RECOVERED,True,4750.84
SUB00241,CUST00342,802.63,monthly,2026-09-02,ACTIVE,WALLET,,0,2025-03-14 20:53:52,NONE,ALREADY_SUCCESSFUL,False,0
SUB00242,CUST00958,4655.5,monthly,2026-09-04,ACTIVE,NETBANKING,,0,2025-08-27 00:45:00,NONE,ALREADY_SUCCESSFUL,False,0
SUB00243,CUST00201,1236.54,annual,,PAUSED,UPI,,0,2025-02-15 06:23:21,NONE,PAUSED,False,0
SUB00244,CUST00568,4016.29,monthly,2026-09-18,ACTIVE,WALLET,,0,2025-12-01 20:25:54,NONE,ALREADY_SUCCESSFUL,False,0
SUB00245,CUST00124,3352.44,monthly,2026-08-31,ACTIVE,CARD,,0,2025-03-18 05:47:49,NONE,ALREADY_SUCCESSFUL,False,0
SUB00246,CUST00822,1779.28,quarterly,,CANCELLED,WALLET,,0,2026-04-28 15:41:36,NONE,STOPPED,False,0
SUB00247,CUST00573,1168.24,annual,2026-09-20,ACTIVE,NETBANKING,,0,2025-01-07 16:57:57,NONE,ALREADY_SUCCESSFUL,False,0
SUB00248,CUST00242,2229.85,monthly,2026-08-31,ACTIVE,WALLET,,0,2026-05-02 01:35:33,NONE,ALREADY_SUCCESSFUL,False,0
SUB00249,CUST00395,1348.12,monthly,2026-08-28,ACTIVE,WALLET,,0,2026-06-23 05:14:13,NONE,ALREADY_SUCCESSFUL,False,0
SUB00250,CUST00848,4717.53,monthly,2026-07-14,PAST_DUE,UPI,EXPIRED_CARD,3,2025-07-02 04:51:17,ESCALATE,NOT_RECOVERED,False,0
SUB00251,CUST00776,2088.06,monthly,2026-07-13,PAST_DUE,CARD,PAYMENT_METHOD_REMOVED,1,2026-01-29 03:57:53,SEND_PAYMENT_LINK,RECOVERED,True,2088.06
SUB00252,CUST00425,2850.47,monthly,,CANCELLED,NETBANKING,,0,2025-03-01 03:16:44,NONE,STOPPED,False,0
SUB00253,CUST00626,1205.34,monthly,2026-07-13,PAST_DUE,CARD,PAYMENT_METHOD_REMOVED,4,2025-02-11 00:05:25,ESCALATE,NOT_RECOVERED,False,0
SUB00254,CUST00929,4255.89,annual,2026-09-21,ACTIVE,CARD,,0,2025-02-16 20:40:48,NONE,ALREADY_SUCCESSFUL,False,0
SUB00255,CUST00891,4930.49,monthly,2026-08-31,ACTIVE,WALLET,,0,2024-09-17 14:06:45,NONE,ALREADY_SUCCESSFUL,False,0
SUB00256,CUST00462,1372.25,annual,2026-09-20,ACTIVE,WALLET,,0,2025-11-01 18:46:43,NONE,ALREADY_SUCCESSFUL,False,0
SUB00257,CUST00505,4947.65,monthly,2026-09-03,ACTIVE,CARD,,0,2024-09-28 19:49:41,NONE,ALREADY_SUCCESSFUL,False,0
SUB00258,CUST00683,3689.61,quarterly,2026-09-25,ACTIVE,NETBANKING,,0,2025-08-02 23:56:36,NONE,ALREADY_SUCCESSFUL,False,0
SUB00259,CUST00489,1425.07,monthly,2026-08-30,ACTIVE,UPI,,0,2024-12-13 04:58:18,NONE,ALREADY_SUCCESSFUL,False,0
SUB00260,CUST00899,1037.1,monthly,2026-08-07,PAST_DUE,CARD,INSUFFICIENT_FUNDS,0,2024-09-08 19:32:19,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00261,CUST00177,969.51,monthly,2026-09-23,ACTIVE,CARD,,0,2024-10-21 05:18:36,NONE,ALREADY_SUCCESSFUL,False,0
SUB00262,CUST00791,2860.5,monthly,2026-07-19,PAST_DUE,UPI,PAYMENT_METHOD_REMOVED,4,2025-01-29 19:13:52,ESCALATE,RECOVERED,True,2860.5
SUB00263,CUST00449,2868.96,annual,2026-09-20,ACTIVE,CARD,,0,2024-10-15 17:47:31,NONE,ALREADY_SUCCESSFUL,False,0
SUB00264,CUST00068,1363.01,quarterly,2026-09-25,ACTIVE,UPI,,0,2024-09-16 07:12:51,NONE,ALREADY_SUCCESSFUL,False,0
SUB00265,CUST00100,3083.25,quarterly,,PAUSED,NETBANKING,,0,2025-01-14 07:25:55,NONE,PAUSED,False,0
SUB00266,CUST00014,2379.53,monthly,2026-08-21,PAST_DUE,CARD,TEMPORARY_DECLINE,2,2026-02-07 01:18:47,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00267,CUST00096,1929.95,monthly,2026-09-10,ACTIVE,CARD,,0,2024-12-05 15:37:40,NONE,ALREADY_SUCCESSFUL,False,0
SUB00268,CUST00914,3350.96,monthly,2026-07-15,PAST_DUE,UPI,EXPIRED_CARD,0,2025-02-01 03:44:53,SEND_PAYMENT_LINK,RECOVERED,True,3350.96
SUB00269,CUST00697,3675.15,monthly,2026-08-29,ACTIVE,UPI,,0,2026-01-03 00:14:40,NONE,ALREADY_SUCCESSFUL,False,0
SUB00270,CUST00794,1675.98,monthly,2026-09-21,ACTIVE,WALLET,,0,2025-06-29 02:46:54,NONE,ALREADY_SUCCESSFUL,False,0
SUB00271,CUST00787,1255.26,monthly,2026-09-08,ACTIVE,WALLET,,0,2026-06-14 00:40:27,NONE,ALREADY_SUCCESSFUL,False,0
SUB00272,CUST00570,3598.89,monthly,2026-09-12,ACTIVE,WALLET,,0,2026-07-19 21:23:35,NONE,ALREADY_SUCCESSFUL,False,0
SUB00273,CUST00229,4899.79,monthly,2026-07-12,PAST_DUE,CARD,PAYMENT_METHOD_REMOVED,2,2026-05-18 15:02:46,SEND_PAYMENT_LINK,RECOVERED,True,4899.79
SUB00274,CUST00818,2642.99,quarterly,2026-07-30,PAST_DUE,NETBANKING,EXPIRED_CARD,1,2026-07-15 23:51:39,SEND_PAYMENT_LINK,RECOVERED,True,2642.99
SUB00275,CUST00945,2124.39,monthly,2026-09-09,ACTIVE,UPI,,0,2024-10-12 14:43:37,NONE,ALREADY_SUCCESSFUL,False,0
SUB00276,CUST00605,4378.72,monthly,2026-08-08,PAST_DUE,UPI,PAYMENT_METHOD_REMOVED,2,2026-02-08 19:25:19,SEND_PAYMENT_LINK,RECOVERED,True,4378.72
SUB00277,CUST00837,3863.79,monthly,2026-09-06,ACTIVE,CARD,,0,2026-04-15 20:42:08,NONE,ALREADY_SUCCESSFUL,False,0
SUB00278,CUST00700,1288.21,monthly,2026-08-31,ACTIVE,CARD,,0,2026-07-06 23:19:34,NONE,ALREADY_SUCCESSFUL,False,0
SUB00279,CUST00492,2207.59,quarterly,2026-08-02,PAST_DUE,NETBANKING,EXPIRED_CARD,2,2025-03-03 09:39:50,SEND_PAYMENT_LINK,RECOVERED,True,2207.59
SUB00280,CUST00759,1343.98,monthly,2026-09-08,ACTIVE,UPI,,0,2026-03-24 20:51:17,NONE,ALREADY_SUCCESSFUL,False,0
SUB00281,CUST00165,2058.59,quarterly,2026-09-04,ACTIVE,NETBANKING,,0,2026-06-08 01:14:05,NONE,ALREADY_SUCCESSFUL,False,0
SUB00282,CUST00309,390.53,monthly,2026-09-23,ACTIVE,WALLET,,0,2025-02-23 08:10:47,NONE,ALREADY_SUCCESSFUL,False,0
SUB00283,CUST00012,3563.51,quarterly,2026-08-09,PAST_DUE,NETBANKING,EXPIRED_CARD,0,2025-10-26 02:11:10,SEND_PAYMENT_LINK,RECOVERED,True,3563.51
SUB00284,CUST00169,902.04,annual,2026-08-12,PAST_DUE,CARD,EXPIRED_CARD,1,2025-09-08 22:36:27,SEND_PAYMENT_LINK,RECOVERED,True,902.04
SUB00285,CUST00423,4770.29,monthly,2026-08-24,PAST_DUE,WALLET,PAYMENT_METHOD_REMOVED,2,2024-08-26 08:33:34,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
SUB00286,CUST00606,4355.62,annual,2026-08-15,PAST_DUE,WALLET,INSUFFICIENT_FUNDS,2,2026-04-26 22:48:14,RETRY_PAYMENT,RECOVERED,True,4355.62
SUB00287,CUST00064,1494.47,monthly,2026-09-16,ACTIVE,UPI,,0,2024-11-14 19:48:11,NONE,ALREADY_SUCCESSFUL,False,0
SUB00288,CUST00328,203.67,monthly,2026-09-09,ACTIVE,WALLET,,0,2026-04-12 15:17:14,NONE,ALREADY_SUCCESSFUL,False,0
SUB00289,CUST00988,1024.68,monthly,2026-09-01,ACTIVE,WALLET,,0,2026-04-30 16:38:11,NONE,ALREADY_SUCCESSFUL,False,0
SUB00290,CUST00528,4637.06,quarterly,2026-08-27,ACTIVE,NETBANKING,,0,2024-12-05 15:36:24,NONE,ALREADY_SUCCESSFUL,False,0
SUB00291,CUST00645,688.45,monthly,2026-08-15,PAST_DUE,WALLET,EXPIRED_CARD,1,2025-06-29 03:13:54,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
SUB00292,CUST00571,4458.97,monthly,2026-09-05,ACTIVE,WALLET,,0,2025-02-09 12:18:34,NONE,ALREADY_SUCCESSFUL,False,0
SUB00293,CUST00543,670.98,monthly,2026-09-23,ACTIVE,NETBANKING,,0,2024-10-19 10:31:43,NONE,ALREADY_SUCCESSFUL,False,0
SUB00294,CUST00563,4442.91,monthly,2026-08-02,PAST_DUE,NETBANKING,INSUFFICIENT_FUNDS,1,2026-04-09 15:33:00,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00295,CUST00533,3503.11,monthly,2026-08-17,PAST_DUE,CARD,TEMPORARY_DECLINE,4,2025-10-29 08:52:51,ESCALATE,NOT_RECOVERED,False,0
SUB00296,CUST00948,943.9,monthly,,PAUSED,CARD,,0,2026-06-03 21:44:29,NONE,PAUSED,False,0
SUB00297,CUST00687,4408.0,monthly,2026-09-04,ACTIVE,WALLET,,0,2024-08-27 11:24:03,NONE,ALREADY_SUCCESSFUL,False,0
SUB00298,CUST00373,1102.34,monthly,2026-08-29,ACTIVE,UPI,,0,2025-11-14 10:31:30,NONE,ALREADY_SUCCESSFUL,False,0
SUB00299,CUST00948,1861.24,monthly,2026-09-23,ACTIVE,UPI,,0,2025-01-22 22:17:51,NONE,ALREADY_SUCCESSFUL,False,0
SUB00300,CUST00135,4853.0,monthly,2026-09-24,ACTIVE,WALLET,,0,2025-11-28 23:04:26,NONE,ALREADY_SUCCESSFUL,False,0
SUB00301,CUST00537,453.08,monthly,2026-09-24,ACTIVE,UPI,,0,2025-03-28 19:52:03,NONE,ALREADY_SUCCESSFUL,False,0
SUB00302,CUST00870,1361.08,monthly,2026-07-23,PAST_DUE,WALLET,PAYMENT_METHOD_REMOVED,0,2024-09-19 16:39:17,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
SUB00303,CUST00897,1258.74,annual,,PAUSED,CARD,,0,2026-03-04 11:31:02,NONE,PAUSED,False,0
SUB00304,CUST00844,4574.73,monthly,,PAUSED,UPI,,0,2025-10-30 15:00:11,NONE,PAUSED,False,0
SUB00305,CUST00468,3414.38,monthly,2026-08-30,ACTIVE,NETBANKING,,0,2025-02-28 07:57:04,NONE,ALREADY_SUCCESSFUL,False,0
SUB00306,CUST00747,386.73,monthly,2026-09-21,ACTIVE,CARD,,0,2026-05-19 20:29:55,NONE,ALREADY_SUCCESSFUL,False,0
SUB00307,CUST00046,1734.97,quarterly,2026-08-06,PAST_DUE,CARD,INSUFFICIENT_FUNDS,4,2025-08-03 17:06:44,ESCALATE,NOT_RECOVERED,False,0
SUB00308,CUST00551,2777.05,quarterly,2026-09-10,ACTIVE,CARD,,0,2026-01-17 13:32:06,NONE,ALREADY_SUCCESSFUL,False,0
SUB00309,CUST00057,568.02,monthly,,CANCELLED,UPI,,0,2025-02-27 04:35:48,NONE,STOPPED,False,0
SUB00310,CUST00057,1157.96,monthly,,CANCELLED,UPI,,0,2025-09-20 12:42:46,NONE,STOPPED,False,0
SUB00311,CUST00568,2475.57,quarterly,2026-09-25,ACTIVE,CARD,,0,2025-01-20 17:27:45,NONE,ALREADY_SUCCESSFUL,False,0
SUB00312,CUST00930,4375.14,monthly,2026-08-29,ACTIVE,WALLET,,0,2026-03-18 10:45:22,NONE,ALREADY_SUCCESSFUL,False,0
SUB00313,CUST00512,2158.92,quarterly,2026-08-05,PAST_DUE,UPI,INSUFFICIENT_FUNDS,0,2026-03-21 13:37:45,RETRY_PAYMENT,RECOVERED,True,2158.92
SUB00314,CUST00972,3269.79,monthly,2026-09-17,ACTIVE,CARD,,0,2025-12-06 19:28:32,NONE,ALREADY_SUCCESSFUL,False,0
SUB00315,CUST00071,3162.8,monthly,2026-07-17,PAST_DUE,NETBANKING,INSUFFICIENT_FUNDS,2,2024-10-22 20:21:36,RETRY_PAYMENT,NOT_RECOVERED,False,0
SUB00316,CUST00076,2172.52,monthly,2026-09-13,ACTIVE,NETBANKING,,0,2025-10-12 22:52:34,NONE,ALREADY_SUCCESSFUL,False,0
SUB00317,CUST00330,1325.97,monthly,2026-08-30,ACTIVE,WALLET,,0,2025-01-02 07:55:59,NONE,ALREADY_SUCCESSFUL,False,0
SUB00318,CUST00351,2351.82,monthly,,CANCELLED,CARD,,0,2026-02-28 13:33:43,NONE,STOPPED,False,0
SUB00319,CUST00305,4343.12,monthly,2026-09-12,ACTIVE,WALLET,,0,2025-02-20 19:37:47,NONE,ALREADY_SUCCESSFUL,False,0
SUB00320,CUST00017,2822.66,monthly,2026-09-05,ACTIVE,WALLET,,0,2026-03-09 20:04:03,NONE,ALREADY_SUCCESSFUL,False,0
SUB00321,CUST00530,1726.85,monthly,2026-09-01,ACTIVE,UPI,,0,2026-07-18 21:14:51,NONE,ALREADY_SUCCESSFUL,False,0
SUB00322,CUST00331,1305.66,monthly,2026-09-05,ACTIVE,CARD,,0,2026-04-04 04:17:45,NONE,ALREADY_SUCCESSFUL,False,0
SUB00323,CUST00231,398.8,monthly,2026-09-18,ACTIVE,CARD,,0,2025-09-22 07:53:09,NONE,ALREADY_SUCCESSFUL,False,0
SUB00324,CUST00361,231.38,monthly,2026-09-04,ACTIVE,NETBANKING,,0,2025-07-03 16:21:22,NONE,ALREADY_SUCCESSFUL,False,0
SUB00325,CUST00705,1328.32,monthly,2026-09-20,ACTIVE,WALLET,,0,2025-12-10 23:33:23,NONE,ALREADY_SUCCESSFUL,False,0
SUB00326,CUST00181,4869.58,quarterly,2026-09-03,ACTIVE,UPI,,0,2026-03-14 21:06:55,NONE,ALREADY_SUCCESSFUL,False,0
SUB00327,CUST00267,1001.66,monthly,2026-09-21,ACTIVE,UPI,,0,2026-01-03 14:04:51,NONE,ALREADY_SUCCESSFUL,False,0
SUB00328,CUST00072,2927.54,monthly,2026-09-09,ACTIVE,WALLET,,0,2026-06-28 17:23:13,NONE,ALREADY_SUCCESSFUL,False,0
SUB00329,CUST00375,3003.49,monthly,2026-09-05,ACTIVE,CARD,,0,2026-07-04 00:33:50,NONE,ALREADY_SUCCESSFUL,False,0
SUB00330,CUST00694,857.73,quarterly,2026-09-19,ACTIVE,WALLET,,0,2026-05-09 15:27:01,NONE,ALREADY_SUCCESSFUL,False,0
SUB00331,CUST00061,2865.47,monthly,2026-08-23,PAST_DUE,CARD,EXPIRED_CARD,1,2025-07-21 09:19:56,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
SUB00332,CUST00608,387.5,monthly,2026-08-29,ACTIVE,NETBANKING,,0,2025-02-25 07:43:27,NONE,ALREADY_SUCCESSFUL,False,0
SUB00333,CUST00014,2211.31,monthly,2026-07-28,PAST_DUE,NETBANKING,TEMPORARY_DECLINE,3,2025-10-05 01:06:51,ESCALATE,NOT_RECOVERED,False,0
SUB00334,CUST00589,2270.98,monthly,2026-09-24,ACTIVE,UPI,,0,2024-10-12 17:07:21,NONE,ALREADY_SUCCESSFUL,False,0
SUB00335,CUST00412,1115.44,quarterly,2026-08-30,ACTIVE,UPI,,0,2024-10-02 23:26:41,NONE,ALREADY_SUCCESSFUL,False,0
SUB00336,CUST00164,2943.95,monthly,,CANCELLED,CARD,,0,2026-04-01 10:32:06,NONE,STOPPED,False,0
SUB00337,CUST00375,2917.41,annual,2026-09-04,ACTIVE,UPI,,0,2024-11-16 22:00:19,NONE,ALREADY_SUCCESSFUL,False,0
SUB00338,CUST00834,4240.94,monthly,2026-08-16,PAST_DUE,WALLET,TEMPORARY_DECLINE,1,2025-02-10 02:41:09,RETRY_PAYMENT,RECOVERED,True,4240.94
SUB00339,CUST00030,2147.36,monthly,2026-08-29,ACTIVE,NETBANKING,,0,2026-03-25 14:24:00,NONE,ALREADY_SUCCESSFUL,False,0
