id,customer_id,amount,currency,payment_method,gateway,bank,region,status,failure_reason,attempt_number,created_at,updated_at,expected_recovery_action,expected_outcome,recoverable,expected_amount_recovered
TXN003231,CUST00455,44937.4,INR,WALLET,Gateway B,Bank C,North,FAILED,REPEATED_FAILURE,4,2026-04-19 05:22:34,2026-04-19 06:01:34,ESCALATE,NOT_RECOVERED,False,0
TXN003232,CUST00867,20182.36,INR,NETBANKING,Gateway D,Bank B,East,SUCCESS,,1,2025-12-09 17:10:15,2025-12-09 19:04:15,NONE,ALREADY_SUCCESSFUL,False,0
TXN003233,CUST00116,7167.67,INR,UPI,Gateway A,Bank C,North,FAILED,GATEWAY_FAILURE,1,2025-10-06 14:11:17,2025-10-06 16:03:17,ALTERNATE_METHOD,RECOVERED,True,7167.67
TXN003234,CUST00182,29897.86,INR,WALLET,Gateway B,Bank A,South,FAILED,REPEATED_FAILURE,4,2025-10-23 06:42:48,2025-10-23 07:21:48,ESCALATE,NOT_RECOVERED,False,0
TXN003235,CUST00905,17293.19,INR,NETBANKING,Gateway B,Bank D,West,SUCCESS,,1,2026-01-26 08:05:04,2026-01-26 11:02:04,NONE,ALREADY_SUCCESSFUL,False,0
TXN003236,CUST00496,40606.93,INR,UPI,Gateway C,Bank A,East,SUCCESS,,1,2025-09-29 18:23:23,2025-09-29 20:20:23,NONE,ALREADY_SUCCESSFUL,False,0
TXN003237,CUST00910,35022.16,INR,UPI,Gateway A,Bank C,North,FAILED,GATEWAY_FAILURE,1,2025-10-12 00:56:09,2025-10-12 03:27:09,ALTERNATE_METHOD,NOT_RECOVERED,False,0
TXN003238,CUST00460,827.93,INR,WALLET,Gateway D,Bank B,South,SUCCESS,,1,2026-08-13 12:43:18,2026-08-13 12:52:18,NONE,ALREADY_SUCCESSFUL,False,0
TXN003239,CUST00265,27323.13,INR,NETBANKING,Gateway A,Bank B,East,SUCCESS,,1,2026-05-11 10:41:01,2026-05-11 13:01:01,NONE,ALREADY_SUCCESSFUL,False,0
TXN003240,CUST00750,42570.37,INR,WALLET,Gateway B,Bank A,East,SUCCESS,,1,2025-12-22 06:12:25,2025-12-22 08:09:25,NONE,ALREADY_SUCCESSFUL,False,0
TXN003241,CUST00291,34509.51,INR,UPI,Gateway B,Bank C,North,FAILED,INSUFFICIENT_FUNDS,2,2026-02-27 02:44:48,2026-02-27 03:22:48,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN003242,CUST00597,41662.09,INR,NETBANKING,Gateway D,Bank A,South,FAILED,INSUFFICIENT_FUNDS,2,2025-09-23 20:56:45,2025-09-23 21:39:45,RETRY_PAYMENT,RECOVERED,True,41662.09
TXN003243,CUST00634,34116.45,INR,CARD,Gateway B,Bank D,East,FAILED,TEMPORARY_DECLINE,1,2025-10-07 08:36:32,2025-10-07 10:29:32,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN003244,CUST00275,34653.9,INR,CARD,Gateway C,Bank D,West,SUCCESS,,1,2026-07-21 07:12:23,2026-07-21 07:41:23,NONE,ALREADY_SUCCESSFUL,False,0
TXN003245,CUST00367,1778.69,INR,WALLET,Gateway B,Bank B,North,SUCCESS,,1,2026-02-27 07:53:05,2026-02-27 09:31:05,NONE,ALREADY_SUCCESSFUL,False,0
TXN003246,CUST00316,32477.86,INR,NETBANKING,Gateway A,Bank C,West,SUCCESS,,1,2025-10-26 08:22:12,2025-10-26 10:16:12,NONE,ALREADY_SUCCESSFUL,False,0
TXN003247,CUST00777,30373.28,INR,CARD,Gateway C,Bank D,West,SUCCESS,,1,2026-03-29 19:57:09,2026-03-29 21:26:09,NONE,ALREADY_SUCCESSFUL,False,0
TXN003248,CUST00857,5439.33,INR,UPI,Gateway B,Bank C,South,FAILED,GATEWAY_FAILURE,2,2026-01-04 01:38:25,2026-01-04 03:04:25,ALTERNATE_METHOD,RECOVERED,True,5439.33
TXN003249,CUST00016,23879.45,INR,CARD,Gateway D,Bank C,North,FAILED,INSUFFICIENT_FUNDS,1,2026-01-12 15:00:44,2026-01-12 17:15:44,RETRY_PAYMENT,RECOVERED,True,23879.45
TXN003250,CUST00101,36520.26,INR,CARD,Gateway C,Bank C,North,FAILED,AMBIGUOUS,1,2026-05-25 05:32:57,2026-05-25 08:26:57,ESCALATE,NOT_RECOVERED,False,0
TXN003251,CUST00112,29694.89,INR,WALLET,Gateway A,Bank B,East,ABANDONED,ABANDONED_CHECKOUT,1,2026-08-02 19:00:33,2026-08-02 21:46:33,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
TXN003252,CUST00621,33999.83,INR,WALLET,Gateway C,Bank E,North,SUCCESS,,1,2025-10-30 01:59:17,2025-10-30 02:47:17,NONE,ALREADY_SUCCESSFUL,False,0
TXN003253,CUST00581,32666.88,INR,CARD,Gateway D,Bank A,West,SUCCESS,,1,2026-07-23 00:34:36,2026-07-23 03:10:36,NONE,ALREADY_SUCCESSFUL,False,0
TXN003254,CUST00226,10818.38,INR,UPI,Gateway A,Bank B,West,FAILED,AMBIGUOUS,1,2026-01-23 16:02:24,2026-01-23 17:21:24,ESCALATE,RECOVERED,True,10818.38
TXN003255,CUST00675,36909.11,INR,CARD,Gateway A,Bank D,West,SUCCESS,,1,2026-05-24 00:41:58,2026-05-24 02:21:58,NONE,ALREADY_SUCCESSFUL,False,0
TXN003256,CUST00712,13002.2,INR,UPI,Gateway A,Bank C,North,FAILED,GATEWAY_FAILURE,2,2025-09-16 03:32:46,2025-09-16 05:08:46,ALTERNATE_METHOD,NOT_RECOVERED,False,0
TXN003257,CUST00697,35532.53,INR,UPI,Gateway A,Bank C,North,FAILED,INSUFFICIENT_FUNDS,2,2025-10-11 20:31:46,2025-10-11 21:46:46,RETRY_PAYMENT,RECOVERED,True,35532.53
TXN003258,CUST00672,4416.15,INR,UPI,Gateway B,Bank C,East,SUCCESS,,1,2026-08-14 03:53:37,2026-08-14 05:14:37,NONE,ALREADY_SUCCESSFUL,False,0
TXN003259,CUST00591,43205.65,INR,NETBANKING,Gateway D,Bank D,South,SUCCESS,,1,2026-03-22 04:05:18,2026-03-22 06:00:18,NONE,ALREADY_SUCCESSFUL,False,0
TXN003260,CUST00347,5841.26,INR,CARD,Gateway A,Bank B,East,FAILED,TEMPORARY_DECLINE,2,2025-12-29 07:11:02,2025-12-29 07:57:02,RETRY_PAYMENT,RECOVERED,True,5841.26
TXN003261,CUST00581,12202.29,INR,WALLET,Gateway B,Bank D,East,FAILED,REPEATED_FAILURE,4,2025-09-09 03:55:11,2025-09-09 06:54:11,ESCALATE,RECOVERED,True,12202.29
TXN003262,CUST00995,23460.47,INR,WALLET,Gateway A,Bank B,South,SUCCESS,,1,2026-05-12 04:15:42,2026-05-12 05:48:42,NONE,ALREADY_SUCCESSFUL,False,0
TXN003263,CUST00746,10924.74,INR,UPI,Gateway D,Bank C,South,ABANDONED,ABANDONED_CHECKOUT,2,2025-12-22 19:59:53,2025-12-22 21:50:53,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
TXN003264,CUST00708,20149.79,INR,NETBANKING,Gateway D,Bank B,East,ABANDONED,ABANDONED_CHECKOUT,2,2026-01-10 18:49:39,2026-01-10 19:36:39,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
TXN003265,CUST00234,19821.32,INR,UPI,Gateway B,Bank C,West,SUCCESS,,1,2025-10-23 13:03:33,2025-10-23 13:56:33,NONE,ALREADY_SUCCESSFUL,False,0
TXN003266,CUST00505,4411.45,INR,UPI,Gateway B,Bank E,North,FAILED,INSUFFICIENT_FUNDS,2,2025-11-04 00:59:14,2025-11-04 02:33:14,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN003267,CUST00860,46741.5,INR,CARD,Gateway B,Bank C,West,FAILED,GATEWAY_FAILURE,2,2025-11-22 08:29:31,2025-11-22 09:41:31,ALTERNATE_METHOD,NOT_RECOVERED,False,0
TXN003268,CUST00780,11823.45,INR,CARD,Gateway A,Bank B,West,SUCCESS,,1,2025-09-28 16:08:29,2025-09-28 18:03:29,NONE,ALREADY_SUCCESSFUL,False,0
TXN003269,CUST00327,15667.57,INR,CARD,Gateway C,Bank D,West,ABANDONED,ABANDONED_CHECKOUT,1,2025-11-11 07:51:40,2025-11-11 10:03:40,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
TXN003270,CUST00341,31736.01,INR,WALLET,Gateway B,Bank D,West,SUCCESS,,1,2026-03-24 12:07:36,2026-03-24 14:11:36,NONE,ALREADY_SUCCESSFUL,False,0
TXN003271,CUST00589,434.48,INR,UPI,Gateway D,Bank E,North,SUCCESS,,1,2025-12-01 22:24:06,2025-12-02 01:09:06,NONE,ALREADY_SUCCESSFUL,False,0
TXN003272,CUST00698,35626.15,INR,WALLET,Gateway D,Bank A,West,SUCCESS,,1,2026-08-25 00:46:45,2026-08-25 02:54:45,NONE,ALREADY_SUCCESSFUL,False,0
TXN003273,CUST00218,28611.92,INR,CARD,Gateway A,Bank E,West,SUCCESS,,1,2026-02-15 13:17:39,2026-02-15 16:16:39,NONE,ALREADY_SUCCESSFUL,False,0
TXN003274,CUST00905,31444.73,INR,WALLET,Gateway C,Bank A,West,SUCCESS,,1,2026-03-31 10:40:59,2026-03-31 12:48:59,NONE,ALREADY_SUCCESSFUL,False,0
TXN003275,CUST00884,19957.05,INR,CARD,Gateway D,Bank A,North,SUCCESS,,1,2026-01-27 10:04:08,2026-01-27 12:32:08,NONE,ALREADY_SUCCESSFUL,False,0
TXN003276,CUST00215,7708.11,INR,NETBANKING,Gateway A,Bank B,North,SUCCESS,,1,2026-05-07 14:08:18,2026-05-07 15:52:18,NONE,ALREADY_SUCCESSFUL,False,0
TXN003277,CUST00529,5946.95,INR,UPI,Gateway B,Bank B,South,SUCCESS,,1,2025-11-08 12:43:08,2025-11-08 13:19:08,NONE,ALREADY_SUCCESSFUL,False,0
TXN003278,CUST00447,9422.17,INR,CARD,Gateway A,Bank B,South,SUCCESS,,1,2026-02-21 08:04:47,2026-02-21 11:00:47,NONE,ALREADY_SUCCESSFUL,False,0
TXN003279,CUST00030,19749.7,INR,CARD,Gateway C,Bank B,West,SUCCESS,,1,2026-06-12 09:21:08,2026-06-12 10:05:08,NONE,ALREADY_SUCCESSFUL,False,0
TXN003280,CUST00860,48304.66,INR,CARD,Gateway C,Bank D,West,SUCCESS,,1,2026-08-02 08:19:53,2026-08-02 08:57:53,NONE,ALREADY_SUCCESSFUL,False,0
TXN003281,CUST00977,38305.72,INR,NETBANKING,Gateway B,Bank E,South,SUCCESS,,1,2026-03-07 18:41:55,2026-03-07 19:28:55,NONE,ALREADY_SUCCESSFUL,False,0
TXN003282,CUST00814,22726.38,INR,WALLET,Gateway B,Bank C,South,SUCCESS,,1,2025-12-12 06:34:16,2025-12-12 08:50:16,NONE,ALREADY_SUCCESSFUL,False,0
TXN003283,CUST00299,36239.37,INR,NETBANKING,Gateway A,Bank C,East,SUCCESS,,1,2026-08-13 09:12:23,2026-08-13 11:24:23,NONE,ALREADY_SUCCESSFUL,False,0
TXN003284,CUST00581,1906.97,INR,CARD,Gateway C,Bank D,East,SUCCESS,,1,2025-12-05 06:58:51,2025-12-05 07:02:51,NONE,ALREADY_SUCCESSFUL,False,0
TXN003285,CUST00110,21401.48,INR,WALLET,Gateway D,Bank A,North,SUCCESS,,1,2026-03-25 11:34:55,2026-03-25 12:32:55,NONE,ALREADY_SUCCESSFUL,False,0
TXN003286,CUST00578,29216.57,INR,CARD,Gateway A,Bank E,North,FAILED,TEMPORARY_DECLINE,2,2026-05-05 09:17:50,2026-05-05 11:00:50,RETRY_PAYMENT,RECOVERED,True,29216.57
TXN003287,CUST00816,4862.1,INR,WALLET,Gateway B,Bank E,West,SUCCESS,,1,2026-01-05 21:12:36,2026-01-05 21:22:36,NONE,ALREADY_SUCCESSFUL,False,0
TXN003288,CUST00540,48102.23,INR,WALLET,Gateway A,Bank A,North,FAILED,AMBIGUOUS,2,2026-03-10 00:08:46,2026-03-10 02:26:46,ESCALATE,NOT_RECOVERED,False,0
TXN003289,CUST00952,41933.86,INR,UPI,Gateway A,Bank C,North,FAILED,GATEWAY_FAILURE,1,2026-04-19 20:27:45,2026-04-19 22:25:45,ALTERNATE_METHOD,NOT_RECOVERED,False,0
TXN003290,CUST00377,9679.41,INR,CARD,Gateway B,Bank E,South,FAILED,EXPIRED_CARD,1,2026-05-03 09:22:44,2026-05-03 11:36:44,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
TXN003291,CUST00920,33654.8,INR,WALLET,Gateway D,Bank E,West,SUCCESS,,1,2026-07-21 23:43:55,2026-07-22 02:05:55,NONE,ALREADY_SUCCESSFUL,False,0
TXN003292,CUST00889,24936.16,INR,CARD,Gateway D,Bank B,West,SUCCESS,,1,2025-12-18 20:00:09,2025-12-18 20:29:09,NONE,ALREADY_SUCCESSFUL,False,0
TXN003293,CUST00734,24257.9,INR,UPI,Gateway A,Bank B,South,SUCCESS,,1,2025-11-18 03:05:19,2025-11-18 05:12:19,NONE,ALREADY_SUCCESSFUL,False,0
TXN003294,CUST00794,37195.65,INR,NETBANKING,Gateway C,Bank D,East,SUCCESS,,1,2026-07-27 10:55:45,2026-07-27 13:45:45,NONE,ALREADY_SUCCESSFUL,False,0
TXN003295,CUST00244,40778.32,INR,WALLET,Gateway D,Bank B,West,SUCCESS,,1,2025-12-16 08:39:29,2025-12-16 10:01:29,NONE,ALREADY_SUCCESSFUL,False,0
TXN003296,CUST00856,12231.84,INR,WALLET,Gateway A,Bank E,South,FAILED,INSUFFICIENT_FUNDS,2,2025-12-21 17:58:27,2025-12-21 19:54:27,RETRY_PAYMENT,RECOVERED,True,12231.84
TXN003297,CUST00164,10980.76,INR,NETBANKING,Gateway A,Bank A,North,FAILED,REPEATED_FAILURE,5,2026-03-21 20:41:04,2026-03-21 20:46:04,ESCALATE,NOT_RECOVERED,False,0
TXN003298,CUST00480,35222.4,INR,CARD,Gateway B,Bank B,West,SUCCESS,,1,2025-11-26 00:55:48,2025-11-26 02:21:48,NONE,ALREADY_SUCCESSFUL,False,0
TXN003299,CUST00824,42910.49,INR,CARD,Gateway B,Bank D,North,FAILED,INSUFFICIENT_FUNDS,1,2025-12-13 05:12:26,2025-12-13 05:19:26,RETRY_PAYMENT,RECOVERED,True,42910.49
TXN003300,CUST00355,3749.36,INR,WALLET,Gateway B,Bank D,East,SUCCESS,,1,2026-02-17 04:00:27,2026-02-17 06:34:27,NONE,ALREADY_SUCCESSFUL,False,0
TXN003301,CUST00613,5605.15,INR,NETBANKING,Gateway D,Bank B,East,SUCCESS,,1,2026-08-21 07:43:46,2026-08-21 09:49:46,NONE,ALREADY_SUCCESSFUL,False,0
TXN003302,CUST00290,40541.07,INR,NETBANKING,Gateway A,Bank C,East,SUCCESS,,1,2026-06-03 21:02:48,2026-06-03 21:46:48,NONE,ALREADY_SUCCESSFUL,False,0
TXN003303,CUST00247,17186.69,INR,NETBANKING,Gateway B,Bank A,South,FAILED,TEMPORARY_DECLINE,2,2025-11-13 05:49:34,2025-11-13 07:04:34,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN003304,CUST00093,28455.13,INR,UPI,Gateway B,Bank A,North,SUCCESS,,1,2026-03-11 10:42:57,2026-03-11 11:01:57,NONE,ALREADY_SUCCESSFUL,False,0
TXN003305,CUST00959,41959.37,INR,NETBANKING,Gateway D,Bank B,West,ABANDONED,ABANDONED_CHECKOUT,2,2026-07-29 09:15:49,2026-07-29 10:27:49,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
TXN003306,CUST00331,38267.82,INR,NETBANKING,Gateway B,Bank E,West,FAILED,REPEATED_FAILURE,5,2026-02-21 02:26:07,2026-02-21 04:51:07,ESCALATE,NOT_RECOVERED,False,0
TXN003307,CUST00417,31280.11,INR,WALLET,Gateway D,Bank A,East,SUCCESS,,1,2026-03-10 22:29:00,2026-03-10 22:57:00,NONE,ALREADY_SUCCESSFUL,False,0
TXN003308,CUST00619,46636.55,INR,WALLET,Gateway B,Bank C,South,SUCCESS,,1,2026-08-24 00:45:38,2026-08-24 03:22:38,NONE,ALREADY_SUCCESSFUL,False,0
TXN003309,CUST00967,34389.43,INR,UPI,Gateway C,Bank E,West,SUCCESS,,1,2026-06-09 07:35:48,2026-06-09 10:14:48,NONE,ALREADY_SUCCESSFUL,False,0
TXN003310,CUST00945,9220.39,INR,CARD,Gateway D,Bank E,East,SUCCESS,,1,2026-04-09 23:36:11,2026-04-10 01:39:11,NONE,ALREADY_SUCCESSFUL,False,0
TXN003311,CUST00741,19596.28,INR,WALLET,Gateway A,Bank A,North,FAILED,TEMPORARY_DECLINE,1,2025-10-02 13:06:32,2025-10-02 14:37:32,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN003312,CUST00426,391.91,INR,CARD,Gateway B,Bank D,South,SUCCESS,,1,2026-07-28 19:23:37,2026-07-28 21:40:37,NONE,ALREADY_SUCCESSFUL,False,0
TXN003313,CUST00794,48555.59,INR,CARD,Gateway B,Bank D,North,SUCCESS,,1,2026-08-04 10:49:30,2026-08-04 11:55:30,NONE,ALREADY_SUCCESSFUL,False,0
TXN003314,CUST00004,15362.69,INR,CARD,Gateway B,Bank D,West,SUCCESS,,1,2026-02-18 14:41:47,2026-02-18 14:46:47,NONE,ALREADY_SUCCESSFUL,False,0
TXN003315,CUST00409,35861.07,INR,CARD,Gateway C,Bank B,East,SUCCESS,,1,2026-06-12 20:00:09,2026-06-12 21:58:09,NONE,ALREADY_SUCCESSFUL,False,0
TXN003316,CUST00554,13861.42,INR,NETBANKING,Gateway C,Bank E,South,FAILED,TEMPORARY_DECLINE,1,2026-01-07 19:24:23,2026-01-07 20:21:23,RETRY_PAYMENT,RECOVERED,True,13861.42
TXN003317,CUST00057,16073.52,INR,CARD,Gateway D,Bank D,West,SUCCESS,,1,2026-06-30 17:28:06,2026-06-30 17:39:06,NONE,ALREADY_SUCCESSFUL,False,0
TXN003318,CUST00444,39487.32,INR,NETBANKING,Gateway C,Bank E,West,SUCCESS,,1,2026-05-16 16:54:48,2026-05-16 19:53:48,NONE,ALREADY_SUCCESSFUL,False,0
TXN003319,CUST00016,34806.1,INR,CARD,Gateway B,Bank D,East,FAILED,REPEATED_FAILURE,4,2026-08-01 10:13:43,2026-08-01 10:23:43,ESCALATE,NOT_RECOVERED,False,0
TXN003320,CUST00061,31342.69,INR,CARD,Gateway B,Bank B,West,FAILED,REPEATED_FAILURE,5,2025-08-26 12:34:55,2025-08-26 15:30:55,ESCALATE,NOT_RECOVERED,False,0
TXN003321,CUST00915,44191.04,INR,WALLET,Gateway D,Bank D,East,SUCCESS,,1,2025-10-08 08:51:28,2025-10-08 10:29:28,NONE,ALREADY_SUCCESSFUL,False,0
TXN003322,CUST00805,44655.67,INR,UPI,Gateway D,Bank C,East,SUCCESS,,1,2026-07-13 04:34:28,2026-07-13 05:03:28,NONE,ALREADY_SUCCESSFUL,False,0
TXN003323,CUST00298,41383.27,INR,UPI,Gateway C,Bank B,South,FAILED,INSUFFICIENT_FUNDS,1,2026-06-28 01:43:59,2026-06-28 03:25:59,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN003324,CUST00379,24411.13,INR,NETBANKING,Gateway A,Bank A,West,SUCCESS,,1,2025-09-23 12:24:05,2025-09-23 15:11:05,NONE,ALREADY_SUCCESSFUL,False,0
TXN003325,CUST00918,43302.17,INR,UPI,Gateway A,Bank D,South,SUCCESS,,1,2025-10-11 02:34:47,2025-10-11 03:16:47,NONE,ALREADY_SUCCESSFUL,False,0
TXN003326,CUST00073,3475.42,INR,WALLET,Gateway D,Bank D,South,FAILED,GATEWAY_FAILURE,2,2025-11-10 10:38:03,2025-11-10 10:53:03,ALTERNATE_METHOD,RECOVERED,True,3475.42
TXN003327,CUST00410,46073.11,INR,NETBANKING,Gateway D,Bank B,East,SUCCESS,,1,2025-09-15 01:36:44,2025-09-15 04:29:44,NONE,ALREADY_SUCCESSFUL,False,0
TXN003328,CUST00141,19748.28,INR,UPI,Gateway D,Bank A,North,SUCCESS,,1,2026-05-08 07:50:31,2026-05-08 09:43:31,NONE,ALREADY_SUCCESSFUL,False,0
TXN003329,CUST00396,30383.21,INR,UPI,Gateway D,Bank B,North,FAILED,REPEATED_FAILURE,5,2025-11-08 08:34:06,2025-11-08 08:48:06,ESCALATE,NOT_RECOVERED,False,0
TXN003330,CUST00193,33143.13,INR,UPI,Gateway B,Bank B,West,SUCCESS,,1,2026-04-26 08:53:04,2026-04-26 11:51:04,NONE,ALREADY_SUCCESSFUL,False,0
TXN003331,CUST00406,15449.63,INR,UPI,Gateway A,Bank A,North,FAILED,REPEATED_FAILURE,5,2025-10-18 09:25:08,2025-10-18 12:04:08,ESCALATE,NOT_RECOVERED,False,0
TXN003332,CUST00191,247.05,INR,CARD,Gateway B,Bank E,East,SUCCESS,,1,2026-04-15 11:06:51,2026-04-15 13:08:51,NONE,ALREADY_SUCCESSFUL,False,0
TXN003333,CUST00631,32759.15,INR,NETBANKING,Gateway A,Bank A,East,SUCCESS,,1,2025-10-28 03:15:49,2025-10-28 05:36:49,NONE,ALREADY_SUCCESSFUL,False,0
TXN003334,CUST00519,11287.96,INR,CARD,Gateway B,Bank D,South,SUCCESS,,1,2026-02-13 19:04:51,2026-02-13 20:42:51,NONE,ALREADY_SUCCESSFUL,False,0
TXN003335,CUST00549,25511.88,INR,UPI,Gateway D,Bank E,South,SUCCESS,,1,2025-09-19 09:00:57,2025-09-19 09:50:57,NONE,ALREADY_SUCCESSFUL,False,0
TXN003336,CUST00671,41989.01,INR,CARD,Gateway A,Bank E,West,SUCCESS,,1,2026-07-31 19:22:59,2026-07-31 21:46:59,NONE,ALREADY_SUCCESSFUL,False,0
TXN003337,CUST00297,11864.13,INR,NETBANKING,Gateway C,Bank B,East,FAILED,TEMPORARY_DECLINE,2,2026-02-01 13:48:47,2026-02-01 15:49:47,RETRY_PAYMENT,NOT_RECOVERED,False,0
TXN003338,CUST00701,22688.41,INR,WALLET,Gateway A,Bank C,West,FAILED,AMBIGUOUS,2,2026-04-30 05:34:37,2026-04-30 06:08:37,ESCALATE,NOT_RECOVERED,False,0
TXN003339,CUST00267,18884.66,INR,UPI,Gateway C,Bank B,North,FAILED,AMBIGUOUS,2,2026-07-22 22:03:39,2026-07-22 22:08:39,ESCALATE,NOT_RECOVERED,False,0
TXN003340,CUST00213,35725.18,INR,CARD,Gateway B,Bank D,South,SUCCESS,,1,2025-11-27 02:55:30,2025-11-27 05:05:30,NONE,ALREADY_SUCCESSFUL,False,0
TXN003341,CUST00508,48663.9,INR,CARD,Gateway B,Bank B,South,FAILED,EXPIRED_CARD,1,2026-02-07 16:30:14,2026-02-07 17:39:14,SEND_PAYMENT_LINK,RECOVERED,True,48663.9
TXN003342,CUST00764,16499.77,INR,CARD,Gateway C,Bank E,North,SUCCESS,,1,2026-03-25 15:01:06,2026-03-25 16:31:06,NONE,ALREADY_SUCCESSFUL,False,0
TXN003343,CUST00919,14757.28,INR,UPI,Gateway C,Bank E,West,SUCCESS,,1,2025-12-27 05:15:52,2025-12-27 06:59:52,NONE,ALREADY_SUCCESSFUL,False,0
TXN003344,CUST00185,13424.55,INR,WALLET,Gateway D,Bank B,West,FAILED,TEMPORARY_DECLINE,1,2025-10-11 03:13:40,2025-10-11 04:12:40,RETRY_PAYMENT,RECOVERED,True,13424.55
TXN003345,CUST00328,2303.61,INR,WALLET,Gateway D,Bank D,East,SUCCESS,,1,2026-02-07 19:43:08,2026-02-07 20:08:08,NONE,ALREADY_SUCCESSFUL,False,0
TXN003346,CUST00505,45161.14,INR,CARD,Gateway C,Bank D,East,SUCCESS,,1,2025-11-20 11:27:52,2025-11-20 11:42:52,NONE,ALREADY_SUCCESSFUL,False,0
TXN003347,CUST00860,8206.05,INR,CARD,Gateway D,Bank A,West,SUCCESS,,1,2025-09-28 13:04:17,2025-09-28 14:41:17,NONE,ALREADY_SUCCESSFUL,False,0
TXN003348,CUST00121,3541.79,INR,UPI,Gateway A,Bank C,North,FAILED,GATEWAY_FAILURE,1,2025-08-26 07:28:25,2025-08-26 09:18:25,ALTERNATE_METHOD,RECOVERED,True,3541.79
TXN003349,CUST00439,31752.0,INR,WALLET,Gateway A,Bank B,North,SUCCESS,,1,2026-02-14 23:34:01,2026-02-15 01:20:01,NONE,ALREADY_SUCCESSFUL,False,0
TXN003350,CUST00218,32077.98,INR,NETBANKING,Gateway B,Bank D,South,FAILED,REPEATED_FAILURE,4,2026-06-11 09:31:12,2026-06-11 11:20:12,ESCALATE,RECOVERED,True,32077.98
TXN003351,CUST00488,5761.02,INR,NETBANKING,Gateway B,Bank C,South,SUCCESS,,1,2025-10-04 12:07:46,2025-10-04 13:40:46,NONE,ALREADY_SUCCESSFUL,False,0
TXN003352,CUST00682,33734.19,INR,NETBANKING,Gateway A,Bank D,South,FAILED,INSUFFICIENT_FUNDS,1,2025-11-14 04:21:50,2025-11-14 07:13:50,RETRY_PAYMENT,RECOVERED,True,33734.19
TXN003353,CUST00041,10975.68,INR,NETBANKING,Gateway C,Bank D,East,SUCCESS,,1,2025-10-10 22:22:18,2025-10-11 01:10:18,NONE,ALREADY_SUCCESSFUL,False,0
TXN003354,CUST00535,24315.59,INR,NETBANKING,Gateway B,Bank C,North,SUCCESS,,1,2026-02-02 17:29:05,2026-02-02 19:22:05,NONE,ALREADY_SUCCESSFUL,False,0
TXN003355,CUST00813,11825.98,INR,UPI,Gateway A,Bank C,North,FAILED,GATEWAY_FAILURE,2,2026-05-25 08:53:37,2026-05-25 10:29:37,ALTERNATE_METHOD,NOT_RECOVERED,False,0
TXN003356,CUST00614,30893.29,INR,NETBANKING,Gateway D,Bank B,South,FAILED,EXPIRED_CARD,2,2025-09-25 14:24:29,2025-09-25 15:42:29,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
TXN003357,CUST00128,10810.86,INR,CARD,Gateway D,Bank E,East,FAILED,TEMPORARY_DECLINE,1,2026-04-04 08:07:32,2026-04-04 11:07:32,RETRY_PAYMENT,RECOVERED,True,10810.86
TXN003358,CUST00721,42912.68,INR,CARD,Gateway A,Bank A,South,ABANDONED,ABANDONED_CHECKOUT,1,2025-09-20 05:31:30,2025-09-20 07:14:30,SEND_PAYMENT_LINK,NOT_RECOVERED,False,0
TXN003359,CUST00869,28069.45,INR,NETBANKING,Gateway C,Bank C,East,SUCCESS,,1,2026-08-09 04:30:38,2026-08-09 06:11:38,NONE,ALREADY_SUCCESSFUL,False,0
TXN003360,CUST00347,13364.08,INR,CARD,Gateway D,Bank C,West,SUCCESS,,1,2026-08-09 18:51:03,2026-08-09 20:05:03,NONE,ALREADY_SUCCESSFUL,False,0
TXN003361,CUST00224,8788.32,INR,WALLET,Gateway A,Bank C,East,SUCCESS,,1,2026-01-18 04:28:12,2026-01-18 06:56:12,NONE,ALREADY_SUCCESSFUL,False,0
TXN003362,CUST00214,14518.0,INR,NETBANKING,Gateway B,Bank C,East,FAILED,TEMPORARY_DECLINE,2,2026-07-23 04:58:25,2026-07-23 06:32:25,RETRY_PAYMENT,RECOVERED,True,14518.0
TXN003363,CUST00149,8861.84,INR,WALLET,Gateway B,Bank E,South,SUCCESS,,1,2025-09-20 01:44:15,2025-09-20 03:05:15,NONE,ALREADY_SUCCESSFUL,False,0
TXN003364,CUST00446,28578.29,INR,UPI,Gateway D,Bank A,East,SUCCESS,,1,2025-10-25 14:34:29,2025-10-25 15:46:29,NONE,ALREADY_SUCCESSFUL,False,0
TXN003365,CUST00104,49466.45,INR,WALLET,Gateway B,Bank A,East,FAILED,GATEWAY_FAILURE,1,2026-06-05 02:22:05,2026-06-05 02:38:05,ALTERNATE_METHOD,RECOVERED,True,49466.45
